,zoneid,wealth index,crime index
6513,65539-41045970300,-0.76,0.54
6514,65539-41045970200,-0.43,-0.06
6515,65539-41045970500,-0.76,-0.25
6516,65539-16075960300,-0.13,-0.74
6517,22717-17115000900,-1.39,1.4
6518,22717-17115001801,-0.3,-0.35
6519,22717-17115003100,-1.59,2.02
6520,22717-17115002601,-0.14,-0.53
6521,22717-17115000300,-1.26,1.87
6522,22717-17115001200,-0.99,0.89
6523,22717-17115001400,-0.52,-0.16
6524,22717-17115001100,-0.56,0.02
6525,22717-17115002000,-1.17,1.71
6526,22717-17115002100,-1.13,0.36
6527,22717-17115002300,0.05,-0.69
6528,22717-17115002800,-0.37,-0.65
6529,22717-17115002902,-0.21,-0.3
6530,22717-17115001700,-0.81,-0.04
6531,22717-17115001000,-1.07,0.3
6532,22717-17115002401,0.07,-0.38
6533,22717-17115002901,0.49,-0.71
6534,22717-17115001802,-0.85,-0.06
6535,22717-17115001300,-0.12,0.04
6536,22717-17115002904,-0.34,-0.36
6537,22717-17115002903,-1.15,0.14
6538,22717-17115001500,-0.26,-0.49
6539,22717-17115002602,-0.26,-0.67
6540,22717-17115002500,0.16,-0.64
6541,11404-,-0.88,-0.45
6542,66781-21145030200,-1.42,1.83
6543,66781-21145030600,-0.94,1.49
6544,66781-21145031200,-0.38,-0.65
6545,66781-21145030900,-0.58,0.18
6546,66781-21145030800,0.56,0.69
6547,66781-21145030400,-1.24,1.35
6548,66781-21157950100,-0.48,-0.43
6549,66781-21145031100,-0.32,-0.59
6550,66781-21145031400,-0.18,-0.35
6551,66781-21145031302,0.03,-0.68
6552,66781-21145031600,-0.23,-0.72
6553,66781-21145031301,-0.8,-0.25
6554,66781-21139040200,-0.41,-0.76
6555,66781-17127970300,-0.63,-0.6
6556,66781-21145031000,-0.97,-0.42
6557,66781-21145031500,-0.21,-0.61
6558,66781-21145030700,-0.77,2.33
6559,83764-53063012701,-0.27,2.13
6560,83764-53063010504,0.46,-0.3
6561,83764-53063004200,1.18,0.89
6562,83764-53063002300,-0.53,4.49
6563,83764-53063004700,-0.01,2.73
6564,83764-53063012801,-0.3,1.7
6565,83764-53063004300,1.18,1.32
6566,83764-53063001100,-0.25,2.56
6567,83764-53063011400,-0.37,0.62
6568,83764-53063013202,0.96,-0.48
6569,83764-53063012401,0.21,-0.07
6570,83764-53063000900,-0.39,2.41
6571,83764-53063010501,0.02,0.1
6572,83764-53063005000,0.83,-0.06
6573,83764-53063013201,-0.07,-0.3
6574,83764-53063003900,0.18,1.31
6575,83764-53063004400,-0.11,2.29
6576,83764-53063010900,-0.28,0.33
6577,83764-53063010601,0.04,0.08
6578,83764-53063010401,-1.06,0.45
6579,83764-53063013000,0.2,0.48
6580,83764-53063013100,0.16,0.23
6581,83764-53063012300,-0.41,0.9
6582,83764-53063012902,-0.16,0.82
6583,83764-53063012402,1.01,-0.37
6584,83764-53063010700,1.07,-0.36
6585,83764-53063004900,0.73,0.19
6586,83764-53063010602,0.3,0.61
6587,83764-53063000800,-0.04,2.03
6588,83764-53063011300,0.4,-0.38
6589,83764-53063003800,-0.24,1.3
6590,83764-53063013600,0.02,-0.19
6591,83764-53063004800,0.23,0.6
6592,83764-53063013800,-0.4,-0.65
6593,83764-53063001000,0.03,1.93
6594,83764-53063003600,-0.53,4.49
6595,46315-,-1.04,-0.47
6596,04843-24027605102,3.61,-0.75
6597,04843-24027605103,3.74,-0.74
6598,04843-24003702204,1.82,-0.23
6599,04843-24003740702,1.21,-0.35
6600,04843-24003702300,2.18,-0.61
6601,04843-24003740603,-0.13,-0.54
6602,04843-24005408601,0.92,0.05
6603,04843-24003750203,-0.12,0.35
6604,04843-24005404102,0.05,0.95
6605,04843-24005408800,0.83,-0.04
6606,04843-24005420200,-0.04,1.47
6607,04843-24027605504,3.45,-0.73
6608,04843-24005490200,1.21,-0.27
6609,04843-24510270501,-0.14,1.7
6610,04843-24027605401,0.95,1.61
6611,04843-24003731004,1.3,0.61
6612,04843-24005408704,2.81,-0.33
6613,04843-24005450501,-0.56,2.04
6614,04843-24027605601,1.01,1.07
6615,04843-24005490302,0.08,0.46
6616,04843-24027606803,1.3,0.39
6617,04843-24005401505,-0.09,1.48
6618,04843-24003701200,1.46,-0.46
6619,04843-24005403500,1.09,0.16
6620,04843-24003730603,1.89,-0.43
6621,04843-24005404501,0.11,0.97
6622,04843-24027602303,3.19,-0.71
6623,04843-24005440702,0.34,1.11
6624,04843-24005408503,-0.17,2.73
6625,04843-24005411303,0.36,1.04
6626,04843-24005490605,-1.0,0.64
6627,04843-24003702209,2.14,-0.17
6628,04843-24005440701,-0.32,1.53
6629,04843-24005408703,1.28,0.22
6630,04843-24003701102,0.57,0.44
6631,04843-24005411306,0.34,0.34
6632,04843-24003751102,-0.03,0.41
6633,04843-24005403402,-0.29,1.36
6634,04843-24005401506,0.19,1.01
6635,04843-24005404403,-0.14,2.1
6636,04843-24003706500,0.92,1.1
6637,04843-24027606805,2.37,-0.49
6638,04843-24027603004,2.8,-0.76
6639,04843-24005411404,1.12,0.24
6640,04843-24005450900,0.41,0.14
6641,04843-24003740900,0.59,0.32
6642,04843-24027605502,2.46,-0.12
6643,04843-24027602800,1.46,-0.19
6644,04843-24003731311,0.22,0.88
6645,04843-24003740601,0.13,-0.39
6646,04843-24003730604,2.22,-0.46
6647,04843-24005402509,0.79,1.73
6648,04843-24003740201,0.19,0.71
6649,04843-24003731003,0.92,-0.04
6650,04843-24003740500,1.27,0.55
6651,04843-24005410200,2.72,-0.59
6652,04843-24005402506,0.15,1.53
6653,04843-24005411409,0.55,0.5
6654,04843-24027606601,1.34,-0.33
6655,04843-24027605602,1.42,0.07
6656,04843-24005490100,2.22,-0.56
6657,04843-24005404101,0.97,-0.01
6658,04843-24005408304,1.87,-0.18
6659,04843-24005408100,1.85,-0.56
6660,04843-24027606906,0.56,0.63
6661,04843-24005403802,3.38,-0.64
6662,04843-24005411308,0.49,-0.09
6663,04843-24005451701,1.08,-0.03
6664,04843-24005491701,0.2,0.68
6665,04843-24005492402,0.88,1.43
6666,04843-24005411302,0.99,-0.27
6667,04843-24035810700,0.57,-0.66
6668,04843-24005408400,0.83,-0.21
6669,04843-24005451100,0.3,0.3
6670,04843-24003740304,0.76,0.18
6671,04843-24013508102,0.11,-0.65
6672,04843-24003702602,2.92,-0.32
6673,04843-24003731307,0.59,0.06
6674,04843-24003740104,0.83,0.76
6675,04843-24027602306,1.27,-0.13
6676,04843-24027606806,2.07,-0.38
6677,04843-24027602305,2.34,-0.43
6678,04843-24027602100,2.94,-0.66
6679,04843-24005452100,0.33,0.52
6680,04843-24027602302,1.68,-0.32
6681,04843-24003740800,1.08,-0.41
6682,04843-24005411406,0.84,0.02
6683,04843-24005451000,1.16,-0.35
6684,04843-24005492200,-0.04,0.61
6685,04843-24005403803,1.71,-0.31
6686,04843-24003706600,1.29,-0.1
6687,04843-24005421300,-0.66,3.08
6688,04843-24005408900,1.51,-0.41
6689,04843-24005403701,1.72,0.08
6690,04843-24003740102,1.23,-0.07
6691,04843-24003702701,1.35,0.56
6692,04843-24003731303,1.37,-0.46
6693,04843-24027606905,1.18,-0.07
6694,04843-24003740602,0.02,-0.28
6695,04843-24027602304,2.58,-0.61
6696,04843-24003731002,1.57,-0.24
6697,04843-24003731102,1.76,-0.24
6698,04843-24510250600,,4.53
6699,04843-24003731204,0.86,0.01
6700,04843-24005404202,-0.43,0.89
6701,04843-24003702206,0.86,0.05
6702,04843-24003706401,0.1,2.35
6703,04843-24005404402,1.2,-0.25
6704,04843-24005440100,0.07,1.29
6705,04843-24005451300,-0.61,2.26
6706,04843-24003751600,1.44,-0.41
6707,04843-24005451402,-0.62,1.04
6708,04843-24027606907,0.16,0.95
6709,04843-24005411309,0.93,0.94
6710,04843-24035810800,0.89,-0.59
6711,04843-24027606904,0.7,0.06
6712,04843-24005451802,0.16,0.76
6713,04843-24005451803,0.16,0.76
6714,04843-24003702402,2.17,-0.06
6715,04843-24003730601,3.14,-0.46
6716,04843-24005401504,0.31,0.3
6717,04843-24005411407,0.26,3.27
6718,04843-24027602600,0.4,-0.08
6719,04843-24003740701,1.12,0.72
6720,04843-24003730902,4.17,-0.57
6721,04843-24005408302,2.25,-0.54
6722,04843-24035811000,0.84,-0.69
6723,04843-24005492600,-0.04,0.61
6724,04843-24005980000,,-0.13
6725,04843-24005403801,4.39,-0.6
6726,04843-24027606804,1.38,0.16
6727,04843-24005440800,0.15,0.96
6728,04843-24003706301,1.07,0.79
6729,04843-24003730800,3.19,-0.58
6730,04843-24003702205,1.48,0.02
6731,04843-24005451801,0.05,0.32
6732,04843-24005411410,0.8,0.67
6733,04843-24003731310,0.38,0.77
6734,04843-24005404900,2.65,-0.36
6735,04843-24003731308,0.53,0.84
6736,04843-24027605402,1.01,1.24
6737,04843-24027602202,1.64,-0.34
6738,04843-24005402302,0.32,1.44
6739,04843-24005402407,0.58,0.53
6740,04843-24005451200,-0.05,0.66
6741,04843-24003731103,1.64,-0.27
6742,04843-24027602201,2.62,-0.51
6743,04843-24003730901,2.67,-0.5
6744,04843-24003702601,1.84,-0.2
6745,04843-24013508101,0.3,-0.72
6746,04843-24027605503,0.43,0.77
6747,04843-24005408303,4.66,-0.63
6748,04843-24005451600,-0.16,0.6
6749,04843-24005408502,1.58,-0.3
6750,04843-24005402504,0.72,0.13
6751,04843-24003731104,1.11,-0.15
6752,04843-24003740305,0.34,1.88
6753,04843-24005402603,0.51,0.62
6754,04843-24005440600,0.99,-0.24
6755,04843-24003730504,0.52,0.61
6756,04843-24003702208,1.61,0.11
6757,04843-24005451900,0.84,-0.3
6758,04843-24003702702,3.55,-0.66
6759,04843-24027605505,3.31,-0.72
6760,04843-24027606701,2.04,-0.42
6761,04843-24005402503,-0.0,1.23
6762,04843-24003751500,-0.0,0.27
6763,04843-24003731306,1.43,-0.38
6764,04843-24005408505,1.1,-0.26
6765,04843-24003702500,1.82,-0.02
6766,04843-24005401507,-0.42,1.5
6767,04843-24005451702,0.49,-0.19
6768,04843-24005404201,0.1,1.11
6769,04843-24005404404,0.42,0.6
6770,04843-24005452400,0.23,0.02
6771,04843-24510250500,-0.77,1.31
6772,40753-54011002000,0.15,0.0
6773,40753-54011000300,-1.0,2.0
6774,40753-39087050400,-0.89,-0.2
6775,40753-54011010201,-0.32,-0.23
6776,40753-54079020605,0.4,-0.47
6777,40753-54099005100,-0.91,0.34
6778,40753-54011000102,-0.72,-0.08
6779,40753-21089040300,-0.62,-0.74
6780,40753-54011010800,-0.78,-0.33
6781,40753-54099020400,-0.38,-0.58
6782,40753-54011010400,-0.55,0.45
6783,40753-54011001800,-1.48,2.17
6784,40753-54079020604,0.48,-0.49
6785,40753-54099020100,-0.77,-0.64
6786,40753-21089040100,0.32,-0.56
6787,40753-54079020601,0.29,-0.53
6788,40753-54011000101,-1.22,0.6
6789,40753-54011001000,-1.26,1.28
6790,40753-39087051401,-0.63,-0.64
6791,40753-21019031002,-0.35,-0.6
6792,40753-54011010202,-0.65,-0.49
6793,40753-21019030600,-0.23,0.22
6794,40753-21019030800,-1.3,0.68
6795,40753-54011002100,-0.11,-0.1
6796,40753-54099005200,-1.03,0.04
6797,40753-21019031300,-1.12,-0.19
6798,40753-54099020300,-0.96,-0.41
6799,40753-21019030700,-0.7,1.18
6800,40753-21089040202,-0.63,-0.8
6801,40753-21089040201,-0.74,-0.79
6802,40753-54011000200,-1.35,0.22
6803,95833-37129011300,0.73,1.84
6804,95833-37129011703,2.25,-0.72
6805,95833-37019020103,-0.07,-0.42
6806,95833-37129012103,0.59,-0.33
6807,95833-37129012004,1.06,-0.44
6808,95833-37019020104,-0.8,-0.3
6809,95833-37019020201,-0.26,-0.52
6810,95833-37129011605,-0.6,0.63
6811,95833-37129010800,-1.11,1.08
6812,95833-37129011607,-0.39,-0.09
6813,95833-37129012202,0.5,-0.18
6814,95833-37129011400,-1.0,1.18
6815,95833-37129010700,-1.04,1.33
6816,95833-37129980100,,0.64
6817,95833-37129012101,-0.33,-0.22
6818,95833-37129012104,0.64,-0.46
6819,95833-37129012008,-0.2,0.66
6820,95833-37129011705,0.65,-0.51
6821,95833-37129010900,-0.51,0.85
6822,95833-37129012001,0.41,-0.36
6823,95833-37129012007,-0.35,1.74
6824,95833-37129011603,-0.48,-0.21
6825,95833-37129010300,-0.93,1.07
6826,95833-37129012300,1.18,-0.69
6827,95833-37129012105,0.02,-0.1
6828,46531-22019001300,-0.11,0.36
6829,46531-22019000100,-0.46,0.98
6830,46531-22019001600,,0.79
6831,46531-22019001904,0.29,0.05
6832,46531-22019002900,-0.72,0.74
6833,46531-22019003102,0.15,1.05
6834,46531-22019002800,-0.95,1.82
6835,46531-22019001000,-0.06,0.77
6836,46531-22019001100,-0.91,2.07
6837,46531-22019000600,-1.22,2.53
6838,46531-22019003000,-0.47,1.2
6839,46531-22019002300,-0.15,-0.05
6840,46531-22019000500,0.66,0.93
6841,46531-22019000700,-0.54,1.43
6842,46531-22019003101,-0.21,0.59
6843,46531-22019000900,-0.58,1.14
6844,46531-22019980000,,0.79
6845,46531-22019002700,-0.86,0.39
6846,46531-22019002203,-0.44,0.59
6847,46531-22019002000,-0.21,-0.0
6848,46531-22019002500,-0.33,0.29
6849,46531-22019001700,-0.65,0.84
6850,46531-22019003300,-0.43,0.73
6851,46531-22019001400,-1.2,0.61
6852,46531-22019000300,-1.34,1.51
6853,46531-22019001801,0.28,-0.04
6854,46531-22019000800,-1.04,2.13
6855,46531-22019001201,-0.69,1.91
6856,46531-22019000200,-1.11,1.08
6857,46531-22019002201,0.15,-0.14
6858,46531-22019002600,-0.74,0.23
6859,46531-22019003200,-0.38,0.25
6860,46531-22019002204,-0.01,0.35
6861,46531-22019001500,-1.26,1.09
6862,46531-22019001901,0.94,-0.02
6863,46531-22019001903,0.18,0.85
6864,46531-22019003400,0.35,-0.17
6865,90838-,-0.88,0.05
6866,77095-,-0.68,-0.3
6867,13537-29031880700,-0.04,0.02
6868,13537-29031880500,0.04,-0.43
6869,13537-29031880600,0.05,-0.58
6870,13537-29031881300,-0.47,1.08
6871,13537-29031880900,-1.4,1.97
6872,13537-29031881400,-1.44,0.81
6873,13537-29031881100,-0.51,1.02
6874,13537-29031881600,-1.13,3.32
6875,13537-29031880400,-0.38,-0.45
6876,13537-29031880200,-0.29,-0.72
6877,13537-17003957600,-0.89,-0.47
6878,07921-38015010200,-0.54,2.43
6879,07921-38015010400,-0.05,1.31
6880,07921-38015010800,-0.54,2.34
6881,07921-38015011001,0.05,-0.06
6882,07921-38015011105,1.22,-0.83
6883,07921-38015011104,1.81,-0.59
6884,07921-38015011101,-0.05,1.08
6885,07921-38015010900,-0.15,0.86
6886,07921-38015010600,0.45,0.13
6887,07921-38015011300,0.27,-0.86
6888,07921-38059020100,-0.19,1.61
6889,07921-38015010700,0.11,1.21
6890,07921-38015010500,0.08,0.69
6891,07921-38015010100,-0.7,2.47
6892,07921-38015011200,0.82,-0.34
6893,07921-38015010300,-0.14,2.23
6894,07921-38015011103,0.03,0.11
6895,07921-38059020300,0.28,0.02
6896,07921-38059020200,0.4,-0.08
6897,07921-38015011002,0.81,-0.73
6898,59194-37031970603,-0.84,-0.32
6899,59194-37031970605,0.47,0.31
6900,59194-37031970702,-0.56,-0.5
6901,59194-37031970805,-0.34,-0.61
6902,59194-37031970403,0.7,0.42
6903,59194-37031970601,-0.4,-0.21
6904,59194-37031970801,-0.32,-0.45
6905,59194-37031970901,1.74,0.59
6906,59194-37031970703,-0.45,-0.49
6907,59194-37031970501,-0.86,-0.12
6908,59194-37031970704,-0.38,-0.53
6909,59194-37031970701,-0.63,-0.56
6910,59194-37031970301,-0.6,-0.39
6911,59194-37031970401,-0.82,1.04
6912,59194-37031970504,0.43,-0.2
6913,59194-37031971002,1.02,-0.46
6914,59194-37031970302,-0.53,0.13
6915,59194-37031970304,-0.39,0.02
6916,59194-37031970804,0.18,-0.66
6917,59194-37031970803,0.42,-0.47
6918,59194-37031970902,0.44,1.0
6919,59194-37031970604,0.42,-0.57
6920,59194-37031971101,0.28,1.05
6921,59194-37031970503,-0.32,0.33
6922,41590-19103001802,-0.48,0.47
6923,41590-19103000302,-0.7,2.59
6924,41590-19103000200,-0.66,1.79
6925,41590-19103001400,0.14,0.24
6926,41590-19103002300,-0.16,0.52
6927,41590-19103010500,0.02,-0.62
6928,41590-19103000301,0.5,-0.12
6929,41590-19103010301,0.28,-0.66
6930,41590-19103010302,0.77,-0.65
6931,41590-19103000100,0.48,-0.41
6932,41590-19103001801,-0.72,-0.08
6933,41590-19103010100,1.05,-0.8
6934,41590-19103000500,0.01,-0.49
6935,41590-19103001700,-0.57,0.4
6936,41590-19103000400,0.29,-0.61
6937,66160-55139002300,0.59,-0.84
6938,66160-55139000900,-0.44,-0.35
6939,66160-55139000400,-0.77,-0.0
6940,66160-55139001803,-0.19,-0.62
6941,66160-55139001700,-0.31,-0.03
6942,66160-55139001100,-0.78,0.4
6943,66160-55139002000,-0.01,-0.78
6944,66160-55139001500,-0.62,0.17
6945,66160-55139001300,-0.73,0.09
6946,66160-55139001400,-0.6,-0.27
6947,66160-55139000500,-0.92,1.38
6948,66160-55139001000,-0.54,0.09
6949,66160-55139001900,0.04,-0.75
6950,66160-55139001801,0.12,-0.63
6951,15346-,-0.68,-0.31
6952,94645-,-1.19,0.13
6953,56656-18127050103,0.46,-0.81
6954,56656-18091042200,-0.36,-0.48
6955,56656-18091043000,-0.54,0.85
6956,56656-18091041300,-1.08,0.38
6957,56656-18091042400,-0.74,-0.23
6958,56656-18091040500,-0.38,1.04
6959,56656-18091041600,-0.39,-0.67
6960,56656-18091042700,-0.39,-0.73
6961,56656-18091041400,-0.92,0.07
6962,56656-18091041500,-0.02,-0.73
6963,56656-26021011300,0.73,-0.68
6964,56656-18091042500,0.06,-0.61
6965,56656-18091040600,-0.85,-0.07
6966,56656-18091042100,-0.87,-0.09
6967,56656-18091040100,-1.4,0.86
6968,56656-18091042000,-0.11,-0.51
6969,56656-18091041100,0.9,-0.44
6970,56656-18091040400,-0.62,1.01
6971,56656-18091041200,1.64,-0.62
6972,56656-18091041800,-0.1,-0.7
6973,46018-18157011100,-0.65,1.9
6974,46018-18157010901,0.23,-0.68
6975,46018-18157001600,-0.12,-0.33
6976,46018-18157001300,-0.61,1.13
6977,46018-18157001501,-0.74,0.21
6978,46018-18157000800,-0.81,1.0
6979,46018-18157005102,0.78,-0.61
6980,46018-18157005101,-0.4,-0.42
6981,46018-18157001900,-0.27,-0.02
6982,46018-18157001700,-1.06,1.24
6983,46018-18157000300,-0.6,1.37
6984,46018-18157005200,-0.03,-0.41
6985,46018-18157010203,0.19,-0.6
6986,46018-18157010600,0.3,-0.77
6987,46018-18157010700,0.07,-0.68
6988,46018-18157001502,-0.37,1.35
6989,46018-18157010204,-0.65,-0.43
6990,46018-18157010100,0.05,-0.75
6991,46018-18157001800,-1.1,0.55
6992,46018-18157010902,0.15,-0.71
6993,46018-18157000100,-1.09,0.91
6994,46018-18157010201,0.06,-0.8
6995,46018-18157010800,0.2,-0.61
6996,86653-,-0.6,-0.11
6997,40429-48201450200,2.17,-0.06
6998,40429-48201554502,1.51,-0.07
6999,40429-48201252200,-0.44,0.07
7000,40429-48167720800,0.24,-0.22
7001,40429-48201555000,0.1,0.85
7002,40429-48201543003,-0.3,0.61
7003,40429-48201250702,0.6,0.05
7004,40429-48201340700,-0.2,0.9
7005,40429-48201522000,-0.46,2.47
7006,40429-48201251402,-0.29,1.86
7007,40429-48157675200,-0.75,0.41
7008,40429-48201455300,0.03,0.09
7009,40429-48201343302,0.04,-0.28
7010,40429-48201521900,0.43,1.92
7011,40429-48201541500,-0.45,0.3
7012,40429-48167720502,0.69,0.21
7013,40429-48201341501,0.67,-0.04
7014,40429-48157670101,-0.92,2.32
7015,40429-48157673001,1.64,-0.56
7016,40429-48201454502,3.46,-0.65
7017,40429-48039661200,-0.7,1.35
7018,40429-48167721600,-0.1,1.51
7019,40429-48157674100,0.84,0.07
7020,40429-48201341800,0.05,-0.47
7021,40429-48201341502,0.84,-0.35
7022,40429-48157671200,-0.38,0.39
7023,40429-48201333300,-0.97,3.35
7024,40429-48039660300,0.69,-0.04
7025,40429-48201522401,0.16,2.03
7026,40429-48201342900,0.18,-0.12
7027,40429-48039661300,-0.96,1.09
7028,40429-48201254300,-0.82,2.42
7029,40429-48201240801,-0.78,1.6
7030,40429-48201554102,0.43,0.09
7031,40429-48201341302,-0.18,1.8
7032,40429-48167720503,1.0,-0.24
7033,40429-48201340900,-0.54,1.31
7034,40429-48201250302,-0.04,0.44
7035,40429-48201454301,-0.57,1.38
7036,40429-48201454302,-0.57,1.2
7037,40429-48201454501,2.8,-0.66
7038,40429-48201232403,-0.9,1.3
7039,40429-48201540602,-0.42,1.18
7040,40429-48201454600,0.36,0.16
7041,40429-48201250500,-0.13,0.69
7042,40429-48157673901,1.91,-0.27
7043,40429-48201522402,-0.16,0.95
7044,40429-48201541601,0.45,0.49
7045,40429-48157671501,0.96,-0.45
7046,40429-48201450300,-0.24,2.42
7047,40429-48201231700,-1.28,0.88
7048,40429-48201553402,0.75,0.5
7049,40429-48201253400,-0.84,0.47
7050,40429-48157670902,0.03,0.09
7051,40429-48201555702,0.98,-0.53
7052,40429-48201541602,-0.61,0.74
7053,40429-48201320900,-0.77,4.4
7054,40429-48167720301,0.94,-0.64
7055,40429-48201540800,-0.4,0.03
7056,40429-48201541300,-0.55,1.04
7057,40429-48201554501,1.17,-0.53
7058,40429-48201552900,-0.13,1.05
7059,40429-48201340203,1.66,-0.47
7060,40429-48201542102,-0.22,0.82
7061,40429-48201350601,-0.21,-0.23
7062,40429-48201552302,-0.09,0.16
7063,40429-48201554401,1.43,-0.43
7064,40429-48201250701,0.1,0.16
7065,40429-48201251000,1.83,0.06
7066,40429-48201240701,-0.74,0.89
7067,40429-48201233102,-1.23,1.81
7068,40429-48201554302,0.72,-0.42
7069,40429-48201250900,2.3,-0.08
7070,40429-48201254600,-0.69,0.82
7071,40429-48201241103,-0.76,2.08
7072,40429-48157673102,1.44,-0.31
7073,40429-48201554700,0.55,-0.18
7074,40429-48201554902,0.63,-0.34
7075,40429-48201555100,0.02,0.14
7076,40429-48201342800,0.68,-0.12
7077,40429-48157673101,1.61,-0.7
7078,40429-48157674300,1.36,-0.64
7079,40429-48157674400,2.26,-0.77
7080,40429-48201253300,-0.03,0.03
7081,40429-48201250800,1.2,-0.16
7082,40429-48339692602,-0.43,-0.34
7083,40429-48039661400,-0.5,0.82
7084,40429-48201554600,1.57,-0.3
7085,40429-48201343000,-0.34,-0.18
7086,40429-48157670800,-0.36,-0.14
7087,40429-48157671601,0.33,0.68
7088,40429-48201555303,0.99,-0.39
7089,40429-48201253700,-0.6,1.51
7090,40429-48201341301,0.09,1.14
7091,40429-48201241000,-0.7,0.35
7092,40429-48201241102,-0.16,1.59
7093,40429-48201553401,0.89,-0.09
7094,40429-48167720501,0.61,-0.12
7095,40429-48201554301,0.98,0.01
7096,40429-48201553100,-0.15,0.44
7097,40429-48339692802,-0.62,-0.78
7098,40429-48201251502,1.41,0.37
7099,40429-48157672001,-0.18,-0.12
7100,40429-48039660601,0.7,-0.09
7101,40429-48201252600,-0.61,0.92
7102,40429-48167721400,0.79,-0.35
7103,40429-48167720400,2.54,-0.83
7104,40429-48201552101,-0.14,0.42
7105,40429-48201240802,-0.65,0.3
7106,40429-48201253600,-0.31,1.38
7107,40429-48201251100,0.64,1.09
7108,40429-48201554402,0.64,-0.16
7109,40429-48201232301,-1.03,0.51
7110,40429-48339692500,-0.71,-0.08
7111,40429-48157673600,0.46,-0.29
7112,40429-48157670500,-0.43,-0.02
7113,40429-48201250200,-0.54,0.83
7114,40429-48201552200,-0.44,0.09
7115,40429-48167721700,-0.68,-0.12
7116,40429-48201541003,0.64,0.27
7117,40429-48157672702,-0.1,0.72
7118,40429-48201540902,-0.04,0.72
7119,40429-48201554403,0.41,-0.41
7120,40429-48201554001,0.08,0.05
7121,40429-48157674604,1.41,-0.34
7122,40429-48167720100,1.19,-0.56
7123,40429-48157671100,-0.47,-0.14
7124,40429-48201250401,0.2,0.54
7125,40429-48157672602,-0.01,0.99
7126,40429-48201555302,1.78,-0.6
7127,40429-48157673500,0.97,-0.16
7128,40429-48201540502,0.06,0.47
7129,40429-48201251902,0.46,0.06
7130,40429-48201542700,-0.5,4.85
7131,40429-48157672601,-0.75,0.96
7132,40429-48201254500,-0.84,0.47
7133,40429-48201552602,0.31,0.32
7134,40429-48039661100,-0.52,-0.01
7135,40429-48201454900,0.45,-0.07
7136,40429-48201554801,0.06,0.35
7137,40429-48157670602,-0.74,1.22
7138,40429-48201553700,0.57,0.49
7139,40429-48201541900,-0.02,0.11
7140,40429-48339692300,0.19,-0.54
7141,40429-48201253200,-0.04,0.03
7142,40429-48201324000,-0.5,1.84
7143,40429-48201555402,-0.32,0.43
7144,40429-48201343200,0.52,-0.23
7145,40429-48201341600,0.4,-0.34
7146,40429-48157673002,0.8,-0.39
7147,40429-48201340202,1.76,-0.35
7148,40429-48201552102,0.06,0.54
7149,40429-48201340500,-0.46,3.26
7150,40429-48201253500,-0.64,0.98
7151,40429-48201251200,-0.3,0.8
7152,40429-48201552800,0.95,0.23
7153,40429-48201341000,-0.2,2.13
7154,40429-48201541400,-0.22,1.3
7155,40429-48167720700,0.81,-0.03
7156,40429-48201343100,0.21,0.47
