,zoneid,crimes per sq. mile,per capita income,pop. change,most similar RD stores,RD match index,similar store revenue,similar store noi,similar store bad debt
7723,29440-37051003404,9.47,"$26,554",1%,"RD087, RD134, RD022, RD093, RD129",61.7%,"$17,050","$8,464","-$1,321"
7724,29440-37051001100,139.3,"$15,607",1%,"RD122, RD034, RD033, RD018, RD139",86.8%,"$17,215","$8,382","-$2,011"
7725,29440-37051003408,29.09,"$19,152",1%,"RD093, RD193, RD180, RD087, RD130",81.8%,"$17,673","$9,719","-$1,042"
7726,29440-37051001500,3.56,"$20,962",1%,"RD189, RD179, RD132, RD113, RD106",92.0%,"$15,827","$8,782","-$1,110"
7727,29440-37051003600,10.54,"$19,986",1%,"RD179, RD173, RD188, RD025, RD082",91.7%,"$16,227","$8,034","-$1,697"
7728,29440-37051003001,2.75,"$29,580",1%,"RD133, RD019, RD174, RD187, RD189",94.4%,"$23,248","$13,817","-$1,332"
7729,29440-37051002504,15.04,"$30,013",1%,"RD181, RD178, RD113, RD163, RD183",92.0%,"$18,737","$9,739","-$1,116"
7730,29440-37093970300,17.12,"$19,202",1%,"RD082, RD025, RD077, RD085, RD187",92.6%,"$18,951","$10,402","-$1,581"
7731,29440-37051003402,18.22,"$16,513",1%,"RD093, RD183, RD182, RD077, RD138",83.5%,"$19,780","$11,061","-$1,201"
7732,29440-37051003104,11.14,"$19,451",1%,"RD190, RD163, RD187, RD189, RD081",93.4%,"$16,174","$8,608","-$1,378"
7733,29440-37051003310,325.31,"$19,410",1%,"RD051, RD052, RD157, RD066, RD108",91.7%,"$17,537","$9,313","-$1,459"
7734,29440-37051000800,147.76,"$35,581",1%,"RD155, RD130, RD172, RD177, RD176",92.0%,"$17,784","$8,048","-$1,651"
7735,29440-37051001601,44.14,"$22,961",1%,"RD025, RD155, RD011, RD113, RD038",93.5%,"$21,784","$11,582","-$1,235"
7736,29440-37051003500,56.33,"$26,914",1%,"RD158, RD172, RD130, RD069, RD067",91.2%,"$20,086","$10,790","-$1,162"
7737,29440-37051003800,53.38,"$13,812",1%,"RD157, RD139, RD112, RD179, RD162",89.4%,"$13,105","$5,511","-$1,783"
7738,12376-,0.1,"$27,762",0%,"RD101, RD074, RD113, RD029, RD045",93.7%,"$20,586","$12,090","-$1,137"
7739,45910-55063001102,55.94,"$33,266",0%,"RD077, RD176, RD177, RD041, RD001",92.7%,"$20,864","$11,073","-$1,462"
7740,45910-55063010402,44.89,"$35,237",0%,"RD155, RD038, RD176, RD177, RD059",94.7%,"$23,108","$12,060","-$1,460"
7741,45910-27169670800,0.12,"$43,502",0%,"RD020, RD005, RD083, RD045, RD024",94.1%,"$23,527","$13,250","-$1,187"
7742,45910-55063010102,5.87,"$29,033",0%,"RD113, RD058, RD091, RD026, RD155",94.6%,"$21,048","$11,851",-$767
7743,45910-55063010401,0.66,"$49,152",0%,"RD053, RD005, RD020, RD092, RD083",95.6%,"$20,059","$11,253","-$1,047"
7744,45910-55123960700,0.02,"$30,860",0%,"RD118, RD049, RD167, RD046, RD010",89.9%,"$22,074","$12,536","-$1,149"
7745,45910-55063000700,17.8,"$46,890",0%,"RD059, RD155, RD092, RD026, RD058",92.7%,"$18,105","$10,062",-$975
7746,45910-55063001200,61.75,"$29,884",0%,"RD038, RD047, RD093, RD155, RD068",93.5%,"$20,743","$11,830","-$1,150"
7747,45910-55063010700,1.52,"$40,701",0%,"RD005, RD020, RD129, RD083, RD006",94.9%,"$23,697","$12,994","-$1,336"
7748,45910-55063000600,13.76,"$40,506",0%,"RD015, RD016, RD092, RD058, RD113",90.9%,"$21,262","$12,183","-$1,024"
7749,45910-55063010203,1.69,"$33,714",0%,"RD071, RD111, RD186, RD049, RD089",88.5%,"$20,219","$11,896","-$1,023"
7750,45910-55063010600,0.39,"$43,786",0%,"RD020, RD053, RD005, RD148, RD174",95.5%,"$21,724","$12,040",-$963
7751,45910-27055020100,2.04,"$38,911",0%,"RD092, RD091, RD155, RD059, RD005",94.2%,"$17,412","$9,496","-$1,095"
7752,45910-55063010500,15.63,"$36,673",0%,"RD155, RD091, RD064, RD177, RD176",93.8%,"$21,153","$11,047","-$1,226"
7753,45910-55063010201,0.54,"$36,130",0%,"RD058, RD113, RD026, RD155, RD063",96.0%,"$17,796","$9,947",-$682
7754,45910-55063010300,5.81,"$34,396",0%,"RD113, RD155, RD091, RD001, RD036",95.0%,"$19,967","$11,180","-$1,015"
7755,45910-55063010202,0.88,"$33,283",0%,"RD058, RD074, RD026, RD062, RD113",94.3%,"$19,300","$10,419",-$768
7756,45910-55063000100,36.49,"$34,198",0%,"RD017, RD047, RD106, RD104, RD077",93.9%,"$21,212","$12,173","-$1,313"
7757,45910-55063000900,86.08,"$22,872",0%,"RD130, RD162, RD172, RD047, RD144",92.1%,"$20,052","$10,665","-$1,384"
7758,45910-55063000500,99.31,"$8,450",0%,"RD107, RD122, RD018, RD151, RD055",77.4%,"$21,629","$11,649","-$1,114"
7759,45910-55063010800,0.07,"$36,260",0%,"RD148, RD020, RD083, RD005, RD037",93.5%,"$23,258","$13,179","-$1,324"
7760,45910-55063000200,125.3,"$25,331",0%,"RD052, RD144, RD162, RD158, RD047",91.0%,"$19,735","$10,722","-$1,407"
7761,45910-27055020200,0.05,"$33,167",0%,"RD020, RD186, RD175, RD113, RD024",92.7%,"$22,754","$13,004","-$1,059"
7762,45910-55063010101,0.01,"$31,538",0%,"RD186, RD049, RD174, RD063, RD178",94.8%,"$22,220","$12,806",-$969
7763,78499-49035114700,25.87,"$24,886",2%,"RD075, RD074, RD111, RD076, RD080",92.7%,"$20,736","$11,878","-$1,548"
7764,78499-49035113017,92.83,"$29,611",2%,"RD035, RD074, RD059, RD155, RD058",93.0%,"$19,271","$10,567","-$1,016"
7765,78499-49035114000,102.61,"$65,557",2%,"RD072, RD142, RD054, RD050, RD012",83.6%,"$19,496","$9,955",-$831
7766,78499-49035100600,491.04,"$19,831",2%,"RD051, RD052, RD068, RD142, RD172",82.3%,"$15,463","$8,773","-$1,181"
7767,78499-49035113016,37.78,"$34,201",2%,"RD035, RD135, RD126, RD083, RD086",91.4%,"$17,649","$10,341",-$982
7768,78499-49035112819,76.66,"$45,356",2%,"RD035, RD086, RD053, RD063, RD012",84.8%,"$19,097","$10,494","-$1,014"
7769,78499-49035113013,39.21,"$37,984",2%,"RD035, RD014, RD086, RD053, RD020",87.5%,"$16,553","$9,272",-$968
7770,78499-49035113408,269.31,"$21,658",2%,"RD047, RD068, RD172, RD052, RD123",88.8%,"$20,151","$10,830","-$1,693"
7771,78499-49035110900,72.58,"$55,325",2%,"RD035, RD086, RD053, RD063, RD020",86.3%,"$20,390","$11,811",-$726
7772,78499-49035113903,92.32,"$22,620",2%,"RD155, RD113, RD016, RD015, RD047",92.4%,"$22,437","$12,614","-$1,396"
7773,78499-49035113905,140.37,"$20,263",2%,"RD047, RD001, RD113, RD068, RD026",92.2%,"$20,964","$11,320","-$1,340"
7774,78499-49035101400,39.21,"$13,930",2%,"RD107, RD018, RD122, RD054, RD050",75.0%,"$17,546","$9,109",-$687
7775,78499-49035113407,78.37,"$25,784",2%,"RD083, RD155, RD074, RD062, RD059",93.0%,"$18,083","$9,795","-$1,270"
7776,78499-49035113526,32.34,"$19,755",2%,"RD068, RD059, RD155, RD084, RD011",88.7%,"$18,344","$9,679","-$1,228"
7777,78499-49035114500,7.77,"$22,211",2%,"RD131, RD043, RD188, RD144, RD017",92.1%,"$23,804","$13,224","-$1,586"
7778,78499-49035111002,117.47,"$61,529",2%,"RD086, RD142, RD035, RD012, RD063",82.5%,"$19,677","$11,161",-$985
7779,78499-49035111001,33.11,"$63,699",2%,"RD086, RD020, RD063, RD053, RD012",73.4%,"$20,181","$11,866",-$930
7780,78499-49035113534,28.52,"$28,026",2%,"RD035, RD004, RD003, RD083, RD155",91.9%,"$19,428","$11,196","-$1,242"
7781,78499-49035113535,49.75,"$29,463",2%,"RD035, RD063, RD004, RD003, RD083",91.8%,"$19,477","$11,065",-$954
7782,78499-49035102900,325.32,"$21,471",2%,"RD052, RD142, RD144, RD162, RD050",83.5%,"$16,917","$8,874","-$1,314"
7783,78499-49035112614,19.23,"$38,992",2%,"RD035, RD126, RD135, RD086, RD063",86.6%,"$20,004","$11,204","-$1,224"
7784,78499-49035980000,119.99,$nan,2%,"RD068, RD032, RD047, RD093, RD177",86.3%,"$23,191","$13,060","-$1,553"
7785,78499-49035112820,32.03,"$46,071",2%,"RD063, RD053, RD086, RD035, RD046",92.3%,"$19,093","$9,969",-$771
7786,78499-49035110702,84.87,"$39,641",2%,"RD142, RD026, RD074, RD010, RD047",88.1%,"$21,032","$12,421",-$866
7787,78499-49035113107,50.98,"$26,871",2%,"RD063, RD035, RD062, RD074, RD178",91.1%,"$20,017","$10,950",-$932
7788,78499-49035113803,205.35,"$21,572",2%,"RD068, RD172, RD047, RD032, RD059",90.6%,"$21,326","$11,723","-$1,304"
7789,78499-49035110600,94.13,"$48,242",2%,"RD035, RD135, RD126, RD086, RD059",89.1%,"$15,969","$8,510",-$806
7790,78499-49035112816,41.13,"$51,971",2%,"RD086, RD035, RD012, RD020, RD063",80.0%,"$18,710","$10,453","-$1,036"
7791,78499-49035112617,33.91,"$41,734",2%,"RD035, RD063, RD086, RD135, RD126",88.7%,"$17,622","$9,831",-$897
7792,78499-49035100100,80.26,"$28,795",2%,"RD179, RD162, RD056, RD151, RD055",87.7%,"$17,360","$8,669",-$860
7793,78499-49035112613,51.53,"$36,272",2%,"RD035, RD063, RD083, RD062, RD026",92.1%,"$17,599","$9,337",-$989
7794,78499-49035114100,208.51,"$48,796",2%,"RD142, RD012, RD047, RD176, RD177",88.9%,"$22,331","$12,207","-$1,414"
7795,78499-49035110500,89.56,"$40,715",2%,"RD035, RD058, RD026, RD053, RD142",89.1%,"$20,050","$11,658",-$713
7796,78499-49035112810,7.93,"$35,447",2%,"RD063, RD035, RD053, RD178, RD020",89.2%,"$19,752","$10,591",-$975
7797,78499-49035114600,46.2,"$40,309",2%,"RD063, RD086, RD035, RD053, RD062",89.0%,"$19,761","$10,970",-$930
7798,78499-49035112616,54.52,"$44,491",2%,"RD035, RD086, RD126, RD135, RD074",89.3%,"$16,658","$9,207",-$840
7799,78499-49035111304,19.82,"$54,736",2%,"RD135, RD126, RD086, RD035, RD013",88.2%,"$18,470","$10,750","-$1,004"
7800,78499-49035112814,12.64,"$53,409",2%,"RD086, RD035, RD063, RD135, RD126",73.4%,"$16,537","$9,071",-$925
7801,78499-49035113102,41.17,"$30,475",2%,"RD083, RD059, RD074, RD026, RD155",91.6%,"$17,370","$9,388",-$988
7802,78499-49035112813,35.1,"$45,364",2%,"RD035, RD086, RD063, RD020, RD053",87.9%,"$16,998","$9,360",-$853
7803,78499-49035112804,69.1,"$34,713",2%,"RD035, RD086, RD059, RD092, RD074",88.2%,"$16,519","$8,873","-$1,029"
7804,78499-49035110300,54.99,"$39,678",2%,"RD035, RD142, RD047, RD058, RD010",87.7%,"$20,950","$12,551",-$865
7805,78499-49035112821,25.32,"$56,726",2%,"RD086, RD035, RD135, RD126, RD013",81.7%,"$18,315","$10,446","-$1,011"
7806,78499-49035112805,62.69,"$33,243",2%,"RD035, RD026, RD058, RD063, RD074",90.2%,"$20,006","$11,007",-$954
7807,78499-49035104700,229.01,"$39,435",2%,"RD142, RD047, RD043, RD074, RD026",88.3%,"$22,644","$12,543","-$1,187"
7808,78499-49035112609,41.46,"$43,929",2%,"RD035, RD026, RD058, RD063, RD086",91.2%,"$17,754","$9,496",-$844
7809,78499-49035111302,101.02,"$41,196",2%,"RD035, RD086, RD063, RD142, RD053",89.7%,"$17,279","$9,605",-$586
7810,78499-49035110200,42.36,"$45,604",2%,"RD053, RD035, RD086, RD092, RD058",89.3%,"$19,200","$10,928",-$852
7811,78499-49035112818,32.39,"$11,246",2%,"RD183, RD182, RD074, RD016, RD015",84.3%,"$26,110","$15,689","-$1,233"
7812,78499-49035102600,445.37,"$17,405",2%,"RD052, RD051, RD108, RD068, RD033",86.1%,"$19,495","$10,055","-$1,967"
7813,78499-49035113007,117.12,"$34,047",2%,"RD035, RD083, RD086, RD062, RD074",88.7%,"$16,350","$8,555",-$977
7814,78499-49035112817,7.38,"$40,079",2%,"RD063, RD178, RD086, RD012, RD062",86.7%,"$18,064","$9,406",-$940
7815,78499-49035114300,31.66,"$30,762",2%,"RD074, RD155, RD178, RD062, RD063",92.2%,"$20,650","$11,729","-$1,001"
7816,78499-49035115209,7.73,"$32,179",2%,"RD074, RD178, RD063, RD062, RD053",89.1%,"$18,309","$9,813",-$904
7817,78499-49035104200,88.11,"$74,962",2%,"RD086, RD142, RD012, RD020, RD063",70.5%,"$19,243","$11,233",-$898
7818,63946-37193960400,0.71,"$24,217",0%,"RD049, RD085, RD167, RD163, RD189",93.5%,"$16,735","$8,566","-$1,173"
7819,63946-37193961001,0.58,"$26,349",0%,"RD049, RD085, RD167, RD163, RD064",89.4%,"$16,972","$9,617","-$1,215"
7820,63946-37193960802,1.62,"$22,632",0%,"RD129, RD101, RD064, RD002, RD188",91.3%,"$19,203","$9,996","-$1,533"
7821,63946-37193961100,5.68,"$22,747",0%,"RD173, RD101, RD188, RD104, RD106",92.8%,"$17,857","$10,337","-$1,547"
7822,63946-37193960600,10.37,"$31,395",0%,"RD181, RD131, RD077, RD017, RD101",84.7%,"$21,660","$11,988","-$1,695"
7823,63946-37193961002,2.58,"$36,936",0%,"RD020, RD186, RD178, RD005, RD174",93.7%,"$23,839","$13,369","-$1,180"
7824,63946-37193960801,2.31,"$21,029",0%,"RD064, RD101, RD129, RD167, RD189",91.0%,"$19,310","$10,106","-$1,394"
7825,63946-37193960700,3.83,"$25,012",0%,"RD105, RD076, RD109, RD123, RD101",89.1%,"$15,485","$8,197","-$1,181"
7826,63946-37193961200,0.52,"$24,253",0%,"RD049, RD081, RD187, RD048, RD163",91.7%,"$19,709","$11,214","-$1,515"
7827,63946-37193960500,4.11,"$19,994",0%,"RD101, RD131, RD104, RD106, RD187",93.2%,"$14,079","$7,399","-$1,423"
7828,08488-,1.83,"$27,802",0%,"RD091, RD106, RD104, RD113, RD064",93.2%,"$16,565","$9,174",-$976
7829,69373-21195930100,0.27,"$25,001",-0%,"RD129, RD167, RD064, RD115, RD187",88.4%,"$21,988","$11,706","-$1,275"
7830,69373-21195930500,0.82,"$26,885",-0%,"RD187, RD168, RD049, RD190, RD128",90.8%,"$18,570","$10,020","-$1,337"
7831,69373-21071920400,0.13,"$13,963",-0%,"RD163, RD132, RD187, RD049, RD190",91.7%,"$13,935","$7,742","-$1,039"
7832,69373-21195930400,2.59,"$29,587",-0%,"RD190, RD168, RD187, RD128, RD027",92.8%,"$18,637","$10,309","-$1,279"
7833,69373-21195931100,0.72,"$19,570",-0%,"RD188, RD064, RD132, RD104, RD106",90.6%,"$16,142","$7,974","-$1,097"
7834,69373-21071920300,0.36,"$17,900",-0%,"RD064, RD129, RD146, RD154, RD132",90.8%,"$20,011","$10,903","-$1,200"
7835,69373-21195930200,0.23,"$32,549",-0%,"RD188, RD129, RD189, RD167, RD138",91.3%,"$16,526","$8,643","-$1,357"
7836,69373-21195930300,183.43,"$20,575",-0%,"RD162, RD130, RD114, RD093, RD157",89.2%,"$11,888","$5,499","-$1,343"
7837,57628-27037060823,35.01,"$47,567",1%,"RD035, RD063, RD086, RD126, RD135",91.5%,"$16,897","$9,599",-$864
7838,57628-27037060821,14.65,"$38,527",1%,"RD005, RD020, RD003, RD004, RD063",93.4%,"$24,606","$14,244","-$1,280"
7839,57628-27053026706,73.11,"$49,072",1%,"RD059, RD135, RD126, RD035, RD086",89.7%,"$14,753","$7,885","-$1,047"
7840,57628-27003050235,7.88,"$38,579",1%,"RD020, RD149, RD063, RD062, RD174",93.3%,"$19,852","$10,457",-$852
7841,57628-27003050806,87.64,"$31,836",1%,"RD058, RD074, RD026, RD111, RD047",93.3%,"$21,483","$12,379",-$912
7842,57628-27003050706,105.24,"$28,446",1%,"RD047, RD041, RD074, RD150, RD155",94.5%,"$20,664","$10,844","-$1,422"
7843,57628-27139080202,28.74,"$54,103",1%,"RD063, RD086, RD053, RD035, RD057",90.3%,"$17,222","$9,883",-$815
7844,57628-27003050707,50.79,"$44,237",1%,"RD086, RD063, RD035, RD014, RD149",92.5%,"$17,155","$10,121",-$803
7845,57628-27053026712,73.07,"$41,998",1%,"RD091, RD155, RD058, RD169, RD059",93.4%,"$19,439","$10,356",-$933
7846,57628-27037060709,108.39,"$34,895",1%,"RD155, RD038, RD047, RD059, RD091",91.1%,"$18,340","$9,601","-$1,017"
7847,57628-27163070910,19.7,"$33,835",1%,"RD113, RD058, RD155, RD063, RD091",94.0%,"$23,181","$13,478","-$1,229"
7848,57628-27123040603,8.28,"$51,707",1%,"RD169, RD053, RD092, RD020, RD058",89.8%,"$18,371","$10,232",-$734
7849,57628-27019090602,11.93,"$68,148",1%,"RD086, RD053, RD063, RD020, RD014",90.6%,"$17,978","$10,290",-$721
7850,57628-27123040703,10.54,"$53,380",1%,"RD086, RD063, RD020, RD053, RD058",92.0%,"$18,653","$10,077",-$785
7851,57628-27003050216,3.68,"$54,796",1%,"RD020, RD053, RD063, RD086, RD014",92.5%,"$19,220","$11,002","-$1,054"
7852,57628-27037060733,59.44,"$45,648",1%,"RD062, RD074, RD155, RD026, RD092",92.8%,"$19,120","$10,434","-$1,050"
7853,57628-27037060822,15.37,"$54,185",1%,"RD020, RD063, RD053, RD086, RD092",92.6%,"$18,267","$9,970",-$876
7854,57628-27037060818,22.58,"$40,345",1%,"RD058, RD063, RD053, RD174, RD178",93.1%,"$22,700","$13,302","-$1,050"
7855,57628-27037060812,105.61,"$34,472",1%,"RD059, RD038, RD091, RD155, RD047",88.5%,"$18,838","$10,540","-$1,040"
7856,57628-27037060829,72.86,"$36,913",1%,"RD155, RD097, RD011, RD003, RD004",93.2%,"$22,403","$12,388","-$1,323"
7857,57628-27123042503,57.17,"$48,204",1%,"RD135, RD126, RD008, RD013, RD005",92.1%,"$19,103","$10,230","-$1,419"
7858,57628-27037060817,27.35,"$42,416",1%,"RD063, RD035, RD014, RD086, RD020",91.7%,"$18,676","$10,327",-$806
7859,57628-27163071016,33.9,"$69,521",1%,"RD086, RD013, RD063, RD020, RD035",83.7%,"$15,934","$8,955",-$824
7860,57628-27163070602,18.0,"$46,546",1%,"RD062, RD074, RD092, RD086, RD111",91.8%,"$18,977","$10,396",-$977
7861,57628-27163071014,58.43,"$46,651",1%,"RD126, RD135, RD035, RD059, RD008",89.0%,"$14,504","$7,548",-$875
7862,57628-27003050221,15.0,"$42,818",1%,"RD063, RD057, RD058, RD053, RD178",93.9%,"$27,551","$16,872",-$989
7863,57628-27141030503,29.0,"$30,566",1%,"RD149, RD038, RD166, RD165, RD160",93.7%,"$20,387","$10,892","-$1,272"
7864,57628-27003050805,63.56,"$33,657",1%,"RD058, RD062, RD074, RD026, RD111",91.9%,"$20,961","$11,939",-$860
7865,57628-27123030702,285.44,"$26,686",1%,"RD068, RD172, RD047, RD069, RD070",90.6%,"$19,864","$10,993","-$1,437"
7866,57628-27163070911,81.72,"$37,512",1%,"RD155, RD091, RD113, RD047, RD059",95.7%,"$18,939","$10,190",-$993
7867,57628-27019090502,15.35,"$77,380",1%,"RD135, RD126, RD013, RD012, RD086",82.6%,"$20,093","$11,227","-$1,100"
7868,57628-27163071017,33.02,"$51,246",1%,"RD086, RD062, RD053, RD063, RD046",90.9%,"$17,863","$9,913",-$809
7869,57628-27003050807,130.4,"$25,855",1%,"RD120, RD147, RD170, RD038, RD037",86.8%,"$19,782","$11,069","-$1,041"
7870,57628-27139080905,30.79,"$46,478",1%,"RD063, RD020, RD053, RD086, RD058",94.0%,"$18,788","$10,090",-$890
7871,57628-27003050818,25.01,"$44,251",1%,"RD135, RD126, RD013, RD003, RD004",90.7%,"$18,575","$10,951",-$968
7872,57628-27003050402,81.33,"$35,832",1%,"RD150, RD047, RD097, RD144, RD033",92.3%,"$21,165","$11,618","-$1,595"
7873,57628-27037060717,10.9,"$38,206",1%,"RD045, RD024, RD006, RD038, RD079",93.3%,"$22,579","$12,656","-$1,038"
7874,57628-27053026605,21.26,"$63,889",1%,"RD053, RD086, RD063, RD062, RD169",90.1%,"$18,568","$10,203",-$808
7875,57628-27123042301,61.74,"$46,020",1%,"RD174, RD169, RD062, RD053, RD058",91.7%,"$19,994","$11,366",-$861
7876,57628-27037060727,92.68,"$34,562",1%,"RD079, RD142, RD038, RD043, RD183",91.0%,"$23,774","$12,551","-$1,061"
7877,57628-27123042504,98.26,"$37,000",1%,"RD113, RD047, RD155, RD091, RD058",93.4%,"$21,060","$10,990","-$1,141"
7878,57628-27123040902,124.07,"$23,717",1%,"RD047, RD093, RD139, RD007, RD038",91.8%,"$20,053","$11,004","-$1,313"
7879,57628-27123040402,75.92,"$37,695",1%,"RD058, RD063, RD113, RD155, RD178",93.2%,"$19,574","$10,921",-$938
7880,57628-27123040504,51.62,"$37,579",1%,"RD079, RD038, RD059, RD155, RD074",91.8%,"$27,017","$14,211","-$1,774"
7881,57628-27123042401,164.05,"$35,676",1%,"RD176, RD177, RD047, RD172, RD144",91.7%,"$21,317","$11,137","-$1,800"
7882,57628-27123042601,155.01,"$32,007",1%,"RD047, RD068, RD155, RD038, RD093",93.5%,"$21,020","$10,785","-$1,398"
7883,57628-27123031802,312.03,"$23,770",1%,"RD068, RD067, RD069, RD070, RD052",89.9%,"$18,194","$9,583","-$1,319"
7884,57628-27123042501,155.69,"$29,159",1%,"RD165, RD160, RD166, RD172, RD155",90.8%,"$19,157","$9,565","-$1,282"
7885,57628-27037060745,88.65,"$33,869",1%,"RD047, RD155, RD074, RD079, RD038",92.2%,"$25,074","$13,603","-$1,381"
7886,57628-27123040302,44.56,"$32,124",1%,"RD026, RD047, RD058, RD155, RD150",92.3%,"$21,175","$11,586","-$1,050"
7887,57628-27019090800,17.54,"$47,201",1%,"RD063, RD086, RD020, RD178, RD035",91.7%,"$21,755","$12,129","-$1,275"
7888,57628-27003050217,3.11,"$42,224",1%,"RD063, RD020, RD053, RD058, RD086",93.3%,"$18,375","$9,531",-$936
7889,57628-27123040100,5.05,"$44,584",1%,"RD020, RD005, RD126, RD135, RD008",92.5%,"$18,679","$10,058","-$1,217"
7890,57628-27053027601,32.15,"$51,203",1%,"RD058, RD063, RD169, RD086, RD062",91.0%,"$18,894","$10,430",-$803
7891,57628-27139080205,27.83,"$47,468",1%,"RD063, RD086, RD035, RD053, RD020",92.3%,"$17,924","$9,815",-$843
7892,57628-27037060820,7.68,"$50,422",1%,"RD063, RD057, RD053, RD058, RD178",93.1%,"$17,399","$9,213",-$924
7893,57628-27019090900,10.28,"$45,358",1%,"RD020, RD063, RD086, RD035, RD083",93.7%,"$16,861","$9,365",-$846
7894,57628-27037060202,98.64,"$28,648",1%,"RD155, RD038, RD025, RD172, RD068",94.4%,"$20,698","$11,629","-$1,259"
7895,57628-27139080500,89.66,"$22,411",1%,"RD038, RD155, RD079, RD047, RD067",93.7%,"$22,456","$13,218","-$1,288"
7896,57628-27037060814,36.25,"$45,123",1%,"RD035, RD086, RD063, RD014, RD020",91.1%,"$17,640","$9,726",-$803
7897,57628-27053026707,24.26,"$44,015",1%,"RD037, RD020, RD083, RD059, RD135",90.7%,"$14,904","$7,629","-$1,247"
7898,57628-27037060741,119.14,"$38,383",1%,"RD038, RD155, RD047, RD177, RD176",92.4%,"$22,756","$12,165","-$1,381"
7899,57628-27139080400,122.91,"$24,210",1%,"RD093, RD047, RD155, RD038, RD150",94.2%,"$20,920","$11,646","-$1,140"
7900,57628-27037060301,103.68,"$31,289",1%,"RD047, RD158, RD155, RD093, RD017",95.0%,"$20,590","$11,128","-$1,126"
7901,57628-27163071012,96.12,"$37,340",1%,"RD059, RD155, RD166, RD160, RD165",92.8%,"$16,159","$7,624","-$1,345"
7902,57628-27123041002,87.8,"$36,270",1%,"RD155, RD038, RD079, RD047, RD025",93.5%,"$23,386","$13,411","-$1,205"
7903,57628-27139080201,8.43,"$51,571",1%,"RD063, RD053, RD020, RD137, RD003",92.6%,"$18,082","$10,286","-$1,006"
7904,57628-27053026716,35.38,"$63,914",1%,"RD086, RD053, RD013, RD035, RD126",90.3%,"$16,119","$9,344",-$881
7905,57628-27053026907,20.71,"$47,016",1%,"RD063, RD086, RD035, RD020, RD053",93.5%,"$18,579","$10,253",-$861
7906,57628-27053026807,70.93,"$31,889",1%,"RD155, RD079, RD074, RD172, RD047",93.2%,"$20,949","$10,860","-$1,523"
7907,57628-27139080204,27.92,"$56,227",1%,"RD063, RD053, RD086, RD003, RD004",91.2%,"$18,390","$10,486",-$857
7908,57628-27139080100,37.09,"$30,486",1%,"RD074, RD181, RD041, RD075, RD101",93.3%,"$21,757","$12,311","-$1,305"
7909,57628-27053027501,7.24,"$80,170",1%,"RD086, RD012, RD020, RD063, RD053",82.2%,"$18,686","$10,606","-$1,023"
7910,57628-27053026514,32.84,"$41,732",1%,"RD079, RD038, RD183, RD182, RD185",91.5%,"$25,961","$14,559","-$1,055"
7911,57628-27123042700,59.0,"$31,016",1%,"RD047, RD074, RD155, RD038, RD091",93.3%,"$21,502","$11,719","-$1,314"
7912,57628-27053026708,30.0,"$42,797",1%,"RD037, RD169, RD170, RD147, RD014",91.3%,"$16,400","$8,613","-$1,181"
7913,57628-27053026612,26.76,"$63,281",1%,"RD086, RD053, RD014, RD035, RD063",91.7%,"$18,835","$10,689",-$830
7914,57628-27053026016,31.21,"$59,095",1%,"RD063, RD053, RD086, RD058, RD020",89.9%,"$17,279","$9,762",-$848
7915,57628-27141030504,5.73,"$41,978",1%,"RD063, RD057, RD058, RD186, RD178",94.1%,"$26,593","$15,943",-$814
